accuracy,precision_weighted,recall_weighted,f1_weighted,precision_macro,recall_macro,f1_macro
0.9865982085433725,0.9979250856590891,0.9865982085433725,0.9917820290953795,0.685105991082396,0.9134737950777654,0.7028258765465433
